# Generated from ../data/13JUL2013/000.dat
time gyro_x lean_est lean_rate_est steer steer_est steer_rate_est v v_c
26.16 0.0207615 0.00340048 0.0071728 -0.0153938 -0.01351 0.0747436 1.99733 2
26.18 -0.0013234 0.00249176 0.00508665 -0.0144513 -0.0128445 0.121524 2.00136 2
26.2 -0.00585731 -0.00406818 -0.00199413 -0.0141372 -0.0120589 0.106414 1.99652 2
26.22 0.00966228 -0.00426685 -0.00075721 -0.0144513 -0.012334 0.0459178 2.00682 2
26.24 0.013672 0.00301069 0.00744681 -0.0147655 -0.0129856 0.0558193 2.0118 2
26.26 0.00798667 0.0044573 0.00795661 -0.0144513 -0.012668 0.110988 2.00186 2
26.28 -0.00269846 -0.00100135 0.00138903 -0.0135088 -0.0116851 0.12164 2.00012 2
26.3 0.00816404 0.000488476 0.0028273 -0.0131947 -0.0110155 0.105043 1.98934 2
26.32 0.015596 0.00603738 0.00816653 -0.0128805 -0.0105457 0.121657 1.99168 2
26.34 0.008114 0.00739696 0.00830656 -0.0122522 -0.00962313 0.167221 1.98905 2
26.36 -0.00114015 0.00268228 0.00237817 -0.0113097 -0.00834317 0.178098 1.98579 2
26.38 0.0107173 0.00332961 0.00305961 -0.0106814 -0.00753494 0.154499 1.98487 2
26.4 0.0116703 0.00702456 0.00667078 -0.0103673 -0.00701249 0.162158 1.99187 2
26.42 0.00858687 0.00848677 0.00731146 -0.00942478 -0.00612081 0.188708 1.97882 2
26.44 0.00777141 0.00546076 0.0035907 -0.00879646 -0.00514179 0.191356 1.98649 2
26.46 0.00603683 0.00395182 0.00217392 -0.0084823 -0.00456762 0.171971 1.98758 2
26.48 0.00985826 0.0060769 0.00444574 -0.00753982 -0.00413388 0.163133 1.97509 2
26.5 0.0111478 0.00852248 0.00604969 -0.00628319 -0.00315751 0.182408 1.97515 2
26.52 0.00254807 0.00763812 0.00384732 -0.00534071 -0.00185129 0.204821 1.97265 2
26.54 0.00066875 0.00347983 -0.000462149 -0.00534071 -0.00116596 0.184003 1.96167 2
26.56 0.0203445 0.00942588 0.00635769 -0.00534071 -0.00112731 0.163283 1.98021 2
26.58 0.012485 0.0118779 0.00791629 -0.00408407 -0.000519925 0.208034 1.97554 2
26.6 -0.00496069 0.00599532 0.000182393 -0.00219911 0.00115714 0.226646 1.98305 2
26.62 0.00516332 0.00399453 -0.00204902 -0.00125664 0.00243096 0.177783 1.98662 2
26.64 0.0124662 0.010244 0.00419218 -0.000628319 0.00302361 0.174937 1.98985 2
26.66 -0.00216465 0.00723568 0.000545984 -0.000628319 0.00350879 0.192433 1.97825 2
26.68 0.000211568 0.00248081 -0.00365577 -0.000314159 0.0036034 0.151169 1.98381 2
26.7 0.00830714 0.00688584 0.00137311 0.000314159 0.00354651 0.133446 1.97402 2
26.72 0.00317118 0.00642871 0.000182407 0.00125664 0.00409933 0.145884 1.98262 2
26.74 -0.00291325 0.00492431 -0.00191509 0.00188496 0.0047451 0.141784 1.97369 2
26.76 0.00206536 0.00555836 -0.00114525 0.0015708 0.00485454 0.130706 1.98252 2
26.78 0.00692701 0.00655216 0.000171806 0.00125664 0.00464361 0.127223 1.96891 2
26.8 0.000301803 0.0050897 -0.0013146 0.0015708 0.00456068 0.128994 1.98118 2
26.82 -0.00101304 0.0043654 -0.00223131 0.00219911 0.00479964 0.12257 1.97328 2
26.84 -0.000108661 0.00309632 -0.00348373 0.00219911 0.00490798 0.107433 1.97212 2
26.86 0.00590372 0.00642245 -4.5234e-05 0.00219911 0.00487014 0.107049 1.97179 2
26.88 0.00552114 0.00817297 0.00116087 0.00219911 0.00505365 0.131941 1.99019 2
26.9 0.00199185 0.00478604 -0.00277124 0.00251327 0.00543267 0.133331 1.97582 2
26.92 -0.000525446 0.00359839 -0.00399637 0.00282743 0.00567169 0.116198 1.98787 2
26.94 0.000541685 0.00485601 -0.00263652 0.00314159 0.00573095 0.105381 1.97992 2
26.96 -0.000648256 0.00570764 -0.00211066 0.00345575 0.0058648 0.11513 1.98902 2
26.98 0.000385061 0.00550189 -0.00267679 0.00345575 0.00612161 0.118082 1.97549 2
27 0.00151919 0.00651564 -0.00180583 0.00345575 0.00625954 0.118954 1.97749 2
27.02 0.00261568 0.00645412 -0.00209543 0.00345575 0.00637261 0.124413 1.97331 2
27.04 0.00511618 0.00885438 -6.06435e-07 0.00345575 0.00656676 0.138791 1.98716 2
27.06 -0.00379107 0.00906723 -0.000726302 0.00376991 0.00712832 0.168172 1.97022 2
27.08 -0.00242583 0.00587617 -0.00432635 0.00408407 0.00761705 0.161901 1.98629 2
27.1 0.00595166 0.00673421 -0.00310876 0.00408407 0.007712 0.141325 1.97947 2
27.12 0.00424561 0.00892793 -0.00112569 0.00439823 0.00789471 0.152488 1.97861 2
27.14 -0.00297491 0.00649489 -0.00394545 0.00471239 0.00819112 0.154977 1.96888 2
27.16 0.00696345 0.00778138 -0.00230335 0.00439823 0.00816925 0.140663 1.97434 2
27.18 0.00945863 0.0123619 0.00192818 0.00471239 0.00829988 0.170844 1.96421 2
27.2 -0.00290271 0.0082491 -0.00315771 0.00502655 0.00889847 0.190327 1.96957 2
27.22 0.00259453 0.00810408 -0.00352842 0.00565487 0.00951005 0.174812 1.96762 2
27.24 0.00405952 0.0095404 -0.00241855 0.00628319 0.00999792 0.175403 1.97053 2
27.26 -0.00647661 0.00620194 -0.00607363 0.00659734 0.0104108 0.164447 1.96883 2
27.28 0.00705355 0.00991188 -0.00224875 0.0069115 0.0106341 0.15668 1.97684 2
27.3 0.00427745 0.0118436 -0.000934706 0.00722566 0.0110076 0.180968 1.97061 2
27.32 -0.00448238 0.00665276 -0.00665018 0.00753982 0.0114221 0.178815 1.96108 2
27.34 0.0110968 0.0118985 -0.00125003 0.00785398 0.0117148 0.170433 1.98003 2
27.36 -0.000205433 0.0130154 -0.00120041 0.0084823 0.0123717 0.205706 1.96267 2
27.38 -0.0017065 0.00909387 -0.00600403 0.00911062 0.0132608 0.203613 1.96768 2
27.4 0.00371358 0.00917489 -0.00597449 0.00973894 0.0138323 0.17851 1.9658 2
27.42 0.00450281 0.0141649 -0.00148337 0.0103673 0.0143418 0.197156 1.97001 2
27.44 -0.00501096 0.0129247 -0.00404708 0.0109956 0.0153141 0.224767 1.963 2
27.46 -0.00411573 0.00963234 -0.00777594 0.0113097 0.0160358 0.208824 1.95296 2
27.48 0.00154911 0.0113127 -0.00598802 0.0116239 0.0163379 0.195637 1.9512 2
27.5 0.00462391 0.0135005 -0.00416878 0.0122522 0.0167534 0.20463 1.94941 2
27.52 9.38307e-06 0.0119017 -0.00664749 0.0131947 0.0175459 0.212015 1.94891 2
27.54 -0.0112582 0.00695038 -0.0120153 0.013823 0.0181364 0.191631 1.9556 2
27.56 -0.0102996 0.00480038 -0.013332 0.013823 0.0179506 0.14217 1.9534 2
27.58 0.00816423 0.0124429 -0.00499167 0.013823 0.0175563 0.13543 1.95132 2
27.6 -0.00415744 0.013426 -0.00525477 0.0144513 0.0179525 0.183749 1.95419 2
27.62 -0.0119676 0.00528039 -0.0140311 0.0144513 0.0184075 0.168583 1.96054 2
27.64 0.0053981 0.00998025 -0.00835367 0.0141372 0.018101 0.133588 1.95004 2
27.66 -0.0028595 0.013607 -0.00534908 0.0147655 0.0181843 0.167772 1.96664 2
27.68 -0.0178981 0.0055636 -0.0144124 0.0153938 0.0187577 0.166689 1.96679 2
27.7 -0.00521646 0.00478257 -0.0144423 0.0150796 0.0186851 0.112067 1.96684 2
27.72 0.001984 0.0111608 -0.00753289 0.0150796 0.018198 0.110366 1.96779 2
27.74 -0.00657126 0.0114582 -0.00810982 0.0150796 0.0182644 0.147485 1.96029 2
27.76 -0.0145729 0.00624923 -0.0140425 0.015708 0.0186863 0.141138 1.967 2
27.78 -0.0103975 0.0050601 -0.0149522 0.0153938 0.0186523 0.10942 1.96007 2
27.8 -0.00801353 0.00535283 -0.0140486 0.0150796 0.0181077 0.0872544 1.96471 2
27.82 -0.00904551 0.00654417 -0.0126006 0.0150796 0.0175878 0.0849411 1.96496 2
27.84 -0.0160473 0.00352874 -0.0155515 0.0147655 0.0171931 0.073256 1.96978 2
27.86 -0.0146312 0.00175375 -0.0167278 0.0144513 0.0165219 0.046207 1.96293 2
27.88 -0.0121685 0.00117019 -0.0165132 0.013823 0.0155932 0.0207834 1.96575 2
27.9 -0.0125321 0.00239779 -0.014801 0.0131947 0.0146611 0.0174785 1.97 2
27.92 -0.0180966 0.0022411 -0.0152249 0.0131947 0.0141781 0.0309571 1.95839 2
27.94 -0.0127571 0.000520115 -0.016882 0.0128805 0.0137724 0.0164984 1.95618 2
27.96 -0.0158299 -0.000691268 -0.0174771 0.0119381 0.0129322 -0.00678257 1.95333 2
27.98 -0.0176422 0.00238467 -0.0141323 0.0113097 0.0120728 0.00454543 1.95253 2
28 -0.0166771 0.000904637 -0.015747 0.0106814 0.0114753 0.015373 1.95914 2
28.02 -0.0208643 -0.00323339 -0.0193295 0.00973894 0.0106454 -0.0101168 1.96468 2
28.04 -0.0101205 1.40199e-05 -0.0150115 0.00879646 0.00947766 -0.0286194 1.96372 2
28.06 -0.0111564 0.00164913 -0.0133417 0.00816814 0.00866267 -0.00914373 1.96943 2
28.08 -0.015543 -0.00120133 -0.0162728 0.00753982 0.00808966 -0.00640373 1.96852 2
28.1 -0.0128174 -0.00292007 -0.0170697 0.00628319 0.00701203 -0.032175 1.96049 2
28.12 -0.012913 0.000717737 -0.0125016 0.00471239 0.00560082 -0.0230542 1.97987 2
28.14 -0.0129835 0.0013928 -0.0117712 0.00376991 0.00467997 0.00612863 1.96263 2
28.16 -0.0172719 -0.00323984 -0.0162712 0.00345575 0.0040605 9.39513e-05 1.97018 2
28.18 -0.00832002 -0.00164495 -0.0137718 0.00251327 0.00318124 -0.0213926 1.9665 2
28.2 -0.0104757 -0.000426107 -0.012323 0.00188496 0.00241232 -0.00956582 1.97021 2
28.22 -0.0139138 -0.00271996 -0.0144075 0.000942478 0.0016801 -0.00605979 1.96305 2
28.24 -0.00724246 0.000401356 -0.0109155 0.000314159 0.00103452 -0.00011736 1.96578 2
28.26 -0.0167832 -0.00197971 -0.0132213 -0.000628319 0.000379303 0.0112153 1.95375 2
28.28 -0.0143275 -0.00490259 -0.0154127 -0.00125664 -0.000411038 -0.0113577 1.95013 2
28.3 -0.00251742 0.00164843 -0.00829108 -0.0015708 -0.00111273 -0.00306509 1.94911 2
28.32 -0.0238054 -0.00275209 -0.0133265 -0.00188496 -0.00138319 0.0249969 1.94788 2
28.34 -0.0132214 -0.00684906 -0.016628 -0.00251327 -0.00192337 -0.0167403 1.95782 2
28.36 0.00255692 -0.000513078 -0.00893785 -0.00376991 -0.00306101 -0.0316682 1.96179 2
28.38 -0.0104559 0.000987017 -0.00777366 -0.00439823 -0.00370867 0.0165266 1.95607 2
28.4 -0.0255053 -0.00748521 -0.0162959 -0.00502655 -0.00414041 0.010257 1.95077 2
28.42 -0.00729738 -0.00661556 -0.0136077 -0.00596903 -0.00530525 -0.0440898 1.94834 2
28.44 -0.0048096 -0.000602422 -0.00682229 -0.00659734 -0.00642762 -0.0265094 1.94766 2
28.46 -0.0117112 -0.00255722 -0.00909927 -0.00722566 -0.00692996 0.00268282 1.94494 2
28.48 -0.00802581 -0.00548709 -0.0115172 -0.00816814 -0.00751825 -0.0139066 1.94419 2
28.5 -0.000567077 -0.00355356 -0.00840236 -0.00942478 -0.00864499 -0.0271406 1.94398 2
28.52 -0.00690355 -0.00102996 -0.0058213 -0.00973894 -0.00934438 0.0057287 1.94392 2
28.54 -0.00790513 -0.00196327 -0.00715033 -0.0103673 -0.00951095 0.0312546 1.9439 2
28.56 -0.00594794 -0.00380968 -0.0087839 -0.0106814 -0.00972536 0.0226693 1.9439 2
28.58 -0.00196004 -0.00206576 -0.00643033 -0.0113097 -0.010259 0.0182855 1.94138 2
28.6 -0.00416214 -0.00161848 -0.00585868 -0.0116239 -0.0106327 0.0310326 1.94319 2
28.62 -0.0116992 -0.00414243 -0.00852314 -0.0116239 -0.0107263 0.0362632 1.93895 2
28.64 -0.0165278 -0.00853698 -0.0121092 -0.0122522 -0.0112651 0.00252976 1.93998 2
28.66 0.000856721 -0.00374804 -0.00589005 -0.0128805 -0.0122513 -0.0213088 1.94028 2
28.68 -0.00327525 -0.00135122 -0.00351345 -0.0135088 -0.0128294 0.0120523 1.93813 2
28.7 -0.00874124 -0.0045478 -0.00685875 -0.013823 -0.0130711 0.021662 1.93629 2
28.72 -0.00157164 -0.00442547 -0.00604795 -0.0144513 -0.0135854 0.00684114 1.93449 2
28.74 -0.00148417 -0.00114086 -0.00244675 -0.0150796 -0.014115 0.0250926 1.9365 2
28.76 -0.00590918 -0.00336221 -0.00513575 -0.0147655 -0.0140313 0.0417193 1.93584 2
28.78 -0.0101955 -0.0062857 -0.00792288 -0.0150796 -0.0140497 0.0268929 1.93436 2
28.8 0.00380814 -0.00317099 -0.0040156 -0.0153938 -0.0144701 0.0114351 1.93646 2
28.82 -0.00618306 -0.00544488 -0.0059461 -0.0160221 -0.015018 0.0129204 1.929 2
28.84 -0.00749405 -0.00729375 -0.00673564 -0.0166504 -0.0158859 -0.0108618 1.9335 2
28.86 -0.00673681 -0.00539207 -0.004276 -0.0169646 -0.0165504 -0.00764656 1.93277 2
28.88 -0.00165805 -0.00729797 -0.00573216 -0.0175929 -0.0171008 -0.0156846 1.92797 2
28.9 0.00527037 -0.00441903 -0.00208326 -0.0182212 -0.0177897 -0.0217883 1.93322 2
28.92 -0.00861252 -0.00692193 -0.00438426 -0.0188496 -0.0184505 -0.0104657 1.92716 2
28.94 -0.00616186 -0.00734747 -0.004183 -0.0194779 -0.0191414 -0.0154135 1.92744 2
28.96 0.00368705 -0.00746075 -0.0035034 -0.0204204 -0.019925 -0.0242596 1.93558 2
28.98 0.000595272 -0.00857047 -0.00358938 -0.0210487 -0.0208846 -0.0428413 1.92781 2
29 0.000368404 -0.00435064 0.00104496 -0.021677 -0.0216328 -0.021131 1.92762 2
29.02 0.00264824 -0.00471108 0.000294235 -0.0219911 -0.021773 0.00603898 1.93692 2
29.04 -0.0107426 -0.0105672 -0.00541658 -0.0223053 -0.0220285 -0.00668936 1.92567 2
29.06 0.00324154 -0.00816582 -0.00184683 -0.0232478 -0.0227816 -0.0298099 1.92702 2
29.08 0.0064767 -0.00319068 0.00347855 -0.0235619 -0.0234138 -0.00304497 1.93675 2
29.1 -0.0104836 -0.0063404 -0.000524215 -0.0235619 -0.023273 0.0327456 1.92562 2
29.12 -0.00646717 -0.00878505 -0.00274768 -0.0235619 -0.0231684 0.011597 1.93981 2
29.14 0.00929452 -0.00331507 0.00324892 -0.0238761 -0.0233915 0.0127255 1.93929 2
29.16 0.00590809 -0.00326534 0.00297068 -0.0241903 -0.0234015 0.0397615 1.92885 2
29.18 -0.000906735 -0.00701336 -0.000676986 -0.0245044 -0.0234379 0.0345508 1.94072 2
29.2 0.0127369 -0.00232625 0.00445786 -0.0245044 -0.0235333 0.0359126 1.93954 2
29.22 0.00410883 -0.00205708 0.00424584 -0.0245044 -0.0233479 0.0662148 1.92893 2
29.24 -0.00621129 -0.00591612 9.18696e-05 -0.0245044 -0.023058 0.0714418 1.94074 2
29.26 0.00720777 -0.00498823 0.00203334 -0.0251327 -0.0233691 0.0455955 1.94301 2
29.28 0.00981885 -0.00221409 0.00526451 -0.0254469 -0.0236932 0.0567036 1.94019 2
29.3 0.00116006 -0.00619136 0.00150628 -0.0254469 -0.0238974 0.0563519 1.94285 2
29.32 0.014733 -0.00199116 0.00635017 -0.0254469 -0.0240357 0.0491682 1.9436 2
29.34 0.00915898 0.00225867 0.00974162 -0.0251327 -0.0235934 0.102025 1.93907 2
29.36 -0.000154997 -0.00376057 0.0030857 -0.0254469 -0.0230968 0.115328 1.94002 2
29.38 0.018489 -0.00129205 0.00634836 -0.0254469 -0.023002 0.0902732 1.9428 2
29.4 0.0140049 0.00363714 0.0108601 -0.0248186 -0.0226057 0.127479 1.94359 2
29.42 -0.00285074 -0.00275565 0.00342919 -0.0238761 -0.0216586 0.141183 1.94381 2
29.44 0.00638157 -0.00335664 0.0031446 -0.0235619 -0.0210699 0.10981 1.95762 2
29.46 0.0184329 0.00440421 0.0110917 -0.0232478 -0.0207682 0.125745 1.9595 2
29.48 0.00707564 0.00105302 0.00696269 -0.0232478 -0.020188 0.155255 1.95198 2
29.5 0.0112299 -0.000293162 0.00577868 -0.0229336 -0.0197084 0.140008 1.95092 2
29.52 0.0108483 0.00325252 0.00913141 -0.0219911 -0.0191448 0.154613 1.95185 2
29.54 0.0111934 0.00160554 0.00696859 -0.0213628 -0.0183273 0.158663 1.94614 2
29.56 0.014068 0.00257361 0.00755237 -0.0204204 -0.0174521 0.159079 1.95733 2
29.58 0.0138038 0.00530818 0.0097029 -0.019792 -0.0165726 0.1782 1.95388 2
29.6 0.0167237 0.00649421 0.0100267 -0.0191637 -0.0155144 0.202559 1.95146 2
29.62 0.0121302 0.00481833 0.00759855 -0.0182212 -0.0143751 0.209264 1.94948 2
29.64 0.0148382 0.00763434 0.0096407 -0.0169646 -0.0130984 0.223488 1.95145 2
29.66 0.00842847 0.00680681 0.00753438 -0.0153938 -0.0115158 0.241122 1.94854 2
29.68 0.00738022 0.00487293 0.00474473 -0.0141372 -0.00996969 0.231921 1.95247 2
29.7 0.00718075 0.00504762 0.004709 -0.0131947 -0.00889549 0.213759 1.96134 2
29.72 0.00817639 0.00416778 0.00376408 -0.0122522 -0.00812576 0.197097 1.95121 2
29.74 0.0119808 0.00535082 0.00496392 -0.0113097 -0.00748499 0.184464 1.94941 2
29.76 0.00964238 0.00740243 0.00638613 -0.0103673 -0.0066098 0.198228 1.94797 2
29.78 0.00720675 0.00816409 0.00608148 -0.00942478 -0.00543852 0.220314 1.9626 2
29.8 0.0144776 0.00908311 0.00636783 -0.00879646 -0.00435743 0.224065 1.95839 2
29.82 0.0100937 0.0102341 0.00652629 -0.00753982 -0.0031303 0.243171 1.95512 2
29.84 0.0122895 0.0111352 0.00620304 -0.00596903 -0.00155473 0.256951 1.95526 2
29.86 0.0130584 0.0108858 0.00467401 -0.00408407 0.000220994 0.259485 1.95308 2
29.88 0.00509493 0.00891574 0.00158381 -0.00251327 0.00189685 0.251351 1.96275 2
29.9 -0.00504324 0.00891762 0.000741659 -0.0015708 0.00326269 0.248886 1.96095 2
29.92 0.0104245 0.00904178 0.000677171 -0.000628319 0.00420942 0.229042 1.96519 2
29.94 0.0108435 0.00907228 0.000698536 0.000314159 0.00487196 0.208992 1.96386 2
29.96 -0.0101657 0.00658588 -0.00248439 0.00188496 0.00572791 0.208033 1.95666 2
29.98 0.00208576 0.007334 -0.00207983 0.00282743 0.00660447 0.191207 1.9557 2
30 0.00401645 0.00647084 -0.00290005 0.00314159 0.00703802 0.168037 1.9532 2
