# Generated from ../data/13JUL2013/000.dat
time gyro_x lean_est lean_rate_est steer steer_est steer_rate steer_rate_est v v_c
20.65 0.00255572 0 0 0.000628319 0 7.45058e-09 0 0 0
20.655 -0.00644623 0 0 0.000628319 0 7.45058e-09 0 0 0
20.66 -0.000560181 0 0 0.000628319 0 7.45058e-09 0 0 0
20.665 -0.000413056 0 0 0.000628319 0 7.45058e-09 0 0 0
20.67 -0.00254264 0 0 0.000628319 0 7.45058e-09 0 0 0
20.675 -0.000647361 0 0 0.000628319 0 7.45058e-09 0 0 0
20.68 -0.00221946 0 0 0.000628319 0 7.45058e-09 0 0 0
20.685 -0.00490808 0 0 0.000628319 0 7.45058e-09 0 0 0
20.69 -0.00822877 0 0 0.000628319 0 7.45058e-09 0 0 0
20.695 -0.00180544 0 0 0.000628319 0 7.45058e-09 0 0 0
20.7 -0.00837139 0 0 0.000628319 0 7.45058e-09 0 0 0
20.705 -0.0069027 0 0 0.000628319 0 7.45058e-09 0 0 0
20.71 -0.00760052 0 0 0.000628319 0 7.45058e-09 0 0 0
20.715 0.000360708 0 0 0.000628319 0 7.45058e-09 0 0 0
20.72 -0.00371794 0 0 0.000628319 0 7.45058e-09 0 0 0
20.725 -0.000682665 0 0 0.000628319 0 7.45058e-09 0 0 0
20.73 -0.00777593 0 0 0.000628319 0 7.45058e-09 0 0 0
20.735 -0.00587184 0 0 0.000628319 0 7.45058e-09 0 0 0
20.74 -0.00507939 0 0 0.000628319 0 7.45058e-09 0 0 0
20.745 -0.00775192 0 0 0.000628319 0 7.45058e-09 0 0 0
20.75 -0.00781515 0 0 0.000628319 0 7.45058e-09 0 0 0
20.755 -0.0011708 0 0 0.000628319 0 7.45058e-09 0 0 0
20.76 -0.00621347 0 0 0.000628319 0 7.45058e-09 0 0 0
20.765 -0.00241327 0 0 0.000628319 0 7.45058e-09 0 0 0
20.77 -0.00659 0 0 0.000628319 0 7.45058e-09 0 0 0
20.775 -0.00609447 0 0 0.000628319 0 7.45058e-09 0 0 0
20.78 -0.00561802 0 0 0.000628319 0 7.45058e-09 0 0 0
20.785 -0.00742029 0 0 0.000628319 0 7.45058e-09 0 0 0
20.79 -0.00305541 0 0 0.000628319 0 7.45058e-09 0 0 0
20.795 -0.00296317 0 0 0.000628319 0 7.45058e-09 0 0 0
20.8 -0.00562838 0 0 0.000628319 0 7.45058e-09 0 0 0
20.805 -0.00057171 0 0 0.000628319 0 7.45058e-09 0 0 0
20.81 -0.00845011 0 0 0.000628319 0 7.45058e-09 0 0 0
20.815 -0.00557416 0 0 0.000628319 0 7.45058e-09 0 0 0
20.82 -0.00935146 0 0 0.000628319 0 7.45058e-09 0 0 0
20.825 -0.0064933 0 0 0.000628319 0 7.45058e-09 0 0 0
20.83 -0.00904762 0 0 0.000628319 0 7.45058e-09 0 0 0
20.835 -0.00733287 0 0 0.000628319 0 7.45058e-09 0 0 0
20.84 -0.00228147 0 0 0.000628319 0 7.45058e-09 0 0 0
20.845 -0.00707318 0 0 0.000628319 0 7.45058e-09 0 0 0
20.85 -0.0040447 0 0 0.000628319 0 7.45058e-09 0 0 0
20.855 -0.0104507 0 0 0.000628319 0 7.45058e-09 0 0 0
20.86 -0.0105534 0 0 0.000628319 0 7.45058e-09 0 0 0
20.865 -0.0124035 0 0 0.000628319 0 7.45058e-09 0 0 0
20.87 -0.012128 0 0 0.000628319 0 7.45058e-09 0 0 0
20.875 -0.010083 0 0 0.000628319 0 7.45058e-09 0 0 0
20.88 -0.00921373 0 0 0.000628319 0 7.45058e-09 0 0 2
20.885 -0.0127439 0 0 0.000628319 0 7.45058e-09 0 0 2
20.89 -0.00896931 0 0 0.000628319 0 7.45058e-09 0 0 2
20.895 -0.00419673 0 0 0.000942478 0 0.0170595 0 0 2
20.9 -0.00269057 0 0 0.000942478 0 0.0124277 0 0 2
20.905 -0.0151468 0 0 0.000942478 0 0.00905343 0 0 2
20.91 -0.0194679 0 0 0.000628319 0 -0.0104642 0 0 2
20.915 -0.00115405 0 0 0.000628319 0 -0.00762304 0 0 2
20.92 -0.0269491 0 0 0.000314159 0 -0.0226128 0 0 2
20.925 0.0220594 0 0 0.000314159 0 -0.0164732 0 0 2
20.93 -0.0247204 0 0 0.000314159 0 -0.0120005 0 0 2
20.935 -0.00730187 0 0 0 0 -0.0258018 0 0.0102863 2
20.94 0.00914857 0 0 0 0 -0.0187963 0 0.0150332 2
20.945 -0.0338708 0 0 0 0 -0.0136929 0 0.0184915 2
20.95 0.0252775 0 0 -0.000314159 0 -0.0270347 0 0.0210106 2
20.955 -0.0307744 0 0 -0.000314159 0 -0.0196945 0 0.0331323 2
20.96 0.00918005 0 0 -0.000628319 0 -0.0314067 0 0.039216 2
20.965 -0.0237136 0 0 -0.000628319 0 -0.0228795 0 0.0436484 2
20.97 -0.00364195 0 0 -0.000942478 0 -0.033727 0 0.0468769 2
20.975 0.0166254 0 0 -0.00125664 0 -0.0416292 0 0.0492293 2
20.98 -0.0314471 0 0 -0.0015708 0 -0.047386 0 0.0612286 2
20.985 0.0146621 0 0 -0.00188496 0 -0.0515797 0 0.0672243 2
20.99 -0.0239653 0 0 -0.00219911 0 -0.0546348 0 0.0715914 2
20.995 -0.00406873 0 0 -0.00251327 0 -0.0568604 0 0.0850599 2
21 0.00514044 0 0 -0.00282743 0 -0.0584817 0 0.0921241 2
21.005 -0.0233253 0 0 -0.00314159 0 -0.0596628 0 0.0972714 2
21.01 0.0101473 0 0 -0.00345575 0 -0.0605232 0 0.111306 2
21.015 -0.0249415 0 0 -0.00345575 0 -0.0440905 0 0.118785 2
21.02 -0.00311518 0 0 -0.00376991 0 -0.049179 0 0.134519 2
21.025 -0.00470216 0 0 -0.00408407 0 -0.0528859 0 0.143235 2
21.03 -0.00583793 0 0 -0.00439823 0 -0.0555863 0 0.139298 2
21.035 -0.00111429 0 0 -0.00471239 0 -0.0575536 0 0.149463 2
21.04 -0.00477133 0 0 -0.00471239 0 -0.0419272 0 0.154121 2
21.045 0.00139144 0 0 -0.00502655 0 -0.047603 0 0.167802 2
21.05 -0.00554379 0 0 -0.00502655 0 -0.0346783 0 0.164734 2
21.055 0.00211361 0 0 -0.00534071 0 -0.0423223 0 0.165247 2
21.06 -0.0120577 0 0 -0.00534071 0 -0.0308314 0 0.175905 2
21.065 0.00368978 0 0 -0.00534071 0 -0.0224603 0 0.191211 2
21.07 -0.0119702 0 0 -0.00565487 0 -0.0334216 0 0.199613 2
21.075 -0.00276245 0 0 -0.00565487 0 -0.0243473 0 0.205736 2
21.08 0.00979178 0 0 -0.00565487 0 -0.0177368 0 0.210194 2
21.085 -0.0161533 0 0 -0.00565487 0 -0.0129211 0 0.22373 2
21.09 0.0157903 0 0 -0.00565487 0 -0.00941285 0 0.220557 2
21.095 -0.0158582 0 0 -0.00565487 0 -0.00685719 0 0.231279 2
21.1 0.013341 0 0 -0.00565487 0 -0.00499538 0 0.246628 2
21.105 -0.00264279 0 0 -0.00565487 0 -0.00363907 0 0.24478 2
21.11 -0.00318643 0 0 -0.00565487 0 -0.00265104 0 0.256463 2
21.115 0.0137527 0 0 -0.00565487 0 -0.00193125 0 0.26223 2
21.12 -0.0188803 0 0 -0.00565487 0 -0.00140691 0 0.266429 2
21.125 0.0157685 0 0 -0.00565487 0 -0.00102493 0 0.279777 2
21.13 -0.00582001 0 0 -0.00565487 0 -0.000746667 0 0.276466 2
21.135 0.00161975 0 0 -0.00565487 0 -0.000543952 0 0.287088 2
21.14 0.00613028 0 0 -0.00565487 0 -0.000396281 0 0.292078 2
21.145 -0.00535789 0 0 -0.00565487 0 -0.000288695 0 0.306002 2
21.15 0.0154581 0 0 -0.00565487 0 -0.000210285 0 0.313396 2
21.155 -0.0090891 0 0 -0.00565487 0 -0.000153184 0 0.318785 2
21.16 0.012327 0 0 -0.00565487 0 -0.00011161 0 0.322708 2
21.165 0.00604091 0 0 -0.00565487 0 -8.13007e-05 0 0.32557 2
21.17 -0.00156831 0 0 -0.00596903 0 -0.0171188 0 0.327651 2
21.175 0.0157524 0 0 -0.00596903 0 -0.0124708 0 0.339456 2
21.18 -0.00957053 0 0 -0.00596903 0 -0.00908485 0 0.345307 2
21.185 0.0086125 0 0 -0.00596903 0 -0.00661823 0 0.359858 2
21.19 -0.000409092 0 0 -0.00628319 0 -0.0218808 0 0.357423 2
21.195 0.00586931 0 0 -0.00628319 0 -0.01594 0 0.358399 2
21.2 0.00586249 0 0 -0.00659734 0 -0.0286716 0 0.369392 2
21.205 0.00904464 0 0 -0.00659734 0 -0.020887 0 0.374658 2
21.21 0.00636621 0 0 -0.0069115 0 -0.0322754 0 0.378491 2
21.215 0.00836452 0 0 -0.00722566 0 -0.0405718 0 0.391573 2
21.22 0.00561929 0 0 -0.00722566 0 -0.0295562 0 0.398352 2
21.225 0.00419507 0 0 -0.00753982 0 -0.0385908 0 0.413582 2
21.23 0.00490486 0 0 -0.00785398 0 -0.0451725 0 0.421925 2
21.235 -0.00726166 0 0 -0.00816814 0 -0.0499673 0 0.428008 2
21.24 0.0103672 0 0 -0.00816814 0 -0.0364006 0 0.432435 2
21.245 0.00184291 0 0 -0.0084823 0 -0.043577 0 0.44595 2
21.25 -0.0032024 0 0 -0.00879646 0 -0.0488049 0 0.453045 2
21.255 0.00973202 0 0 -0.00879646 0 -0.0355539 0 0.458219 2
21.26 -0.0045432 0 0 -0.00911062 0 -0.0429601 0 0.472269 2
21.265 0.00828818 0 0 -0.00911062 0 -0.031296 0 0.479763 2
21.27 0.00380325 0 0 -0.00911062 0 -0.0227988 0 0.485217 2
21.275 0.002402 0 0 -0.00911062 0 -0.0166087 0 0.489195 2
21.28 0.00490672 0 0 -0.00942478 0 -0.0291588 0 0.492089 2
21.285 -0.000395216 0 0 -0.00942478 0 -0.0212419 0 0.504487 2
21.29 0.0071018 0 0 -0.00942478 0 -0.0154745 0 0.510768 2
21.295 -0.00390386 0 0 -0.00942478 0 -0.011273 0 0.515349 2
21.3 -0.00647572 0 0 -0.00973894 0 -0.0252718 0 0.518681 2
21.305 0.000641823 0 0 -0.00973894 0 -0.0184103 0 0.5314 2
21.31 -0.00370147 0 0 -0.0100531 0 -0.0304713 0 0.537914 2
21.315 0.00648804 0 0 -0.0103673 0 -0.0392575 0 0.542664 2
21.32 -0.00266453 0 0 -0.0103673 0 -0.0285987 0 0.54612 2
21.325 0.00112087 0 0 -0.0106814 0 -0.0378934 0 0.548642 2
21.33 -0.00098895 0 0 -0.0109956 0 -0.0446644 0 0.56076 2
21.335 0.0013064 0 0 -0.0113097 0 -0.0495971 0 0.566848 2
21.34 0.00397579 0 0 -0.0116239 0 -0.0531904 0 0.571277 2
21.345 -0.00578289 0 0 -0.0116239 0 -0.0387487 0 0.584795 2
21.35 0.00429417 0 0 -0.0119381 0 -0.0452875 0 0.591891 2
21.355 -0.00779821 0 0 -0.0122522 0 -0.050051 0 0.597066 2
21.36 -0.00363509 0 0 -0.0125664 0 -0.0535212 0 0.60083 2
21.365 0.00246784 0 0 -0.0125664 0 -0.0389896 0 0.613865 2
21.37 -0.00287155 0 0 -0.0128805 0 -0.045463 0 0.620607 2
21.375 0.000389724 0 0 -0.0128805 0 -0.0331193 0 0.63581 2
21.38 -0.00219625 0 0 -0.0131947 0 -0.0411866 0 0.644133 2
21.385 -0.00301178 0 0 -0.0135088 0 -0.0470635 0 0.650202 2
21.39 -0.00299968 0 0 -0.0135088 0 -0.0342853 0 0.664903 2
21.395 -0.00151257 0 0 -0.013823 0 -0.0420361 0 0.672873 2
21.4 -0.00475471 0 0 -0.013823 0 -0.0306228 0 0.668387 2
21.405 -0.0022724 0 0 -0.0141372 0 -0.0393679 0 0.678157 2
21.41 0.00336076 0 0 -0.0141372 0 -0.0286791 0 0.682522 2
21.415 -0.00467537 0 0 -0.0144513 0 -0.0379519 0 0.695994 2
21.42 -0.00170709 0 0 -0.0144513 0 -0.0276477 0 0.703056 2
21.425 -0.00295587 0 0 -0.0147655 0 -0.0372006 0 0.708207 2
21.43 -0.000342418 0 0 -0.0147655 0 -0.0271003 0 0.711952 2
21.435 -0.00784994 0 0 -0.0150796 0 -0.0368018 0 0.724974 2
21.44 -0.000725785 0 0 -0.0150796 0 -0.0268097 0 0.721421 2
21.445 0.00387066 0 0 -0.0153938 0 -0.0365901 0 0.731872 2
21.45 -0.00287101 0 0 -0.015708 0 -0.043715 0 0.736732 2
21.455 -0.000587533 0 0 -0.0160221 0 -0.0489054 0 0.750566 2
21.46 0.00141037 0 0 -0.0163363 0 -0.0526866 0 0.747604 2
21.465 -0.00616264 0 0 -0.0166504 0 -0.0554411 0 0.758486 2
21.47 -0.00408663 0 0 -0.0169646 0 -0.0574477 0 0.763662 2
21.475 -0.00526406 0 0 -0.0175929 0 -0.0759692 0 0.767439 2
21.48 0.0011941 0 0 -0.0179071 0 -0.0724022 0 0.78047 2
21.485 0.000854645 0 0 -0.0182212 0 -0.0698037 0 0.787224 2
21.49 -0.000462481 0 0 -0.0188496 0 -0.0849704 0 0.792136 2
21.495 -0.00242001 0 0 -0.0191637 0 -0.0789595 0 0.806009 2
21.5 0.0028065 0 0 -0.0194779 0 -0.0745807 0 0.81336 2
21.505 0.000113371 0 0 -0.0201062 0 -0.0884503 0 0.829011 2
21.51 4.83749e-05 0 0 -0.0204204 0 -0.0814947 0 0.827371 2
21.515 0.000350648 0 0 -0.0207345 0 -0.0764277 0 0.839217 2
21.52 -0.00105301 0 0 -0.0210487 0 -0.0727364 0 0.845092 2
21.525 0.00391135 0 0 -0.0213628 0 -0.0700471 0 0.84938 2
21.53 0.00246298 0 0 -0.021677 0 -0.0680882 0 0.852496 2
21.535 0.00559696 0 0 -0.0219911 0 -0.066661 0 0.86506 2
21.54 0.0010712 0 0 -0.0219911 0 -0.0485619 0 0.871458 2
21.545 0.00806269 0 0 -0.0223053 0 -0.0524365 0 0.886414 2
21.55 0.00958451 0 0 -0.0226195 0 -0.055259 0 0.894554 2
21.555 0.00834584 0 0 -0.0229336 0 -0.0573152 0 0.910779 2
21.56 0.011485 0 0 -0.0232478 0 -0.058813 0 0.919844 2
21.565 0.00888885 0 0 -0.0235619 0 -0.0599042 0 0.91617 2
21.57 0.0159013 0 0 -0.0238761 0 -0.060699 0 0.926517 2
21.575 0.0165972 0 0 -0.0241903 0 -0.0612782 0 0.931317 2
21.58 0.0209687 0 0 -0.0245044 0 -0.0617001 0 0.934805 2
21.585 0.0161542 0 0 -0.0251327 0 -0.0790669 0 0.947642 2
21.59 0.0156628 0 0 -0.0254469 0 -0.0746588 0 0.954237 2
21.595 0.0182652 0 0 -0.0257611 0 -0.0714477 0 0.959051 2
21.6 0.01479 0 0 -0.0263894 0 -0.0861679 0 0.962549 2
21.605 0.0183479 0 0 -0.0267035 0 -0.079832 0 0.975393 2
21.61 0.0168895 0 0 -0.0270177 0 -0.0752163 0 0.981993 2
21.615 0.0159012 0 0 -0.027646 0 -0.0889133 0 0.986811 2
21.62 0.0197894 7.72363e-05 0.0201988 -0.0279602 -0.0283362 -0.0818321 -0.084064 1.0006 2
21.625 0.0241078 0.000893431 0.0214165 -0.0282743 -0.0287 -0.0766734 -0.0856284 1.0079 2
21.63 0.0251478 0.00168323 0.0226565 -0.0285885 -0.0290616 -0.0729153 -0.0870661 1.0235 2
21.635 0.0276486 0.00268531 0.0242067 -0.0292168 -0.029478 -0.0872371 -0.088787 1.03213 2
21.64 0.0245714 0.00283076 0.0248819 -0.029531 -0.0298947 -0.0806109 -0.090909 1.03841 2
21.645 0.0254676 0.00303007 0.0256204 -0.0298451 -0.0303006 -0.0757838 -0.0928019 1.04299 2
21.65 0.032769 0.00447424 0.0277119 -0.0301593 -0.0306798 -0.0722672 -0.0936053 1.04631 2
21.655 0.0280465 0.0046149 0.0285043 -0.0307876 -0.031129 -0.0867649 -0.0957667 1.04875 2
21.66 0.027087 0.00444189 0.0289632 -0.0311018 -0.0315665 -0.080267 -0.0978982 1.0608 2
21.665 0.0316223 0.00505204 0.0302591 -0.0314159 -0.0319789 -0.0755332 -0.0992156 1.07713 2
21.67 0.0326041 0.00626673 0.0292614 -0.027646 -0.0314405 0.149689 -0.0286061 1.08626 2
21.675 0.0273173 0.00660767 0.0272694 -0.027646 -0.0307005 0.109047 0.0392721 1.09293 2
21.68 0.0341132 0.00857751 0.0270626 -0.0270177 -0.0296643 0.113558 0.102474 1.10806 2
21.685 0.0276622 0.00929437 0.025384 -0.0267035 -0.0284919 0.0997856 0.166212 1.11635 2
21.69 0.0273964 0.0102353 0.0239477 -0.0257611 -0.0270803 0.123871 0.225917 1.12238 2
21.695 0.0210364 0.0102125 0.0214318 -0.0245044 -0.0254465 0.158477 0.282383 1.12678 2
21.7 0.0220022 0.0107772 0.0196715 -0.0232478 -0.0236367 0.183687 0.331654 1.12998 2
21.705 0.0261893 0.0123933 0.0190882 -0.0219911 -0.0217024 0.202052 0.377455 1.1426 2
21.71 0.0161691 0.0121769 0.0164434 -0.0204204 -0.0196525 0.23249 0.422863 1.14904 2
21.715 -0.00117721 0.00904586 0.0108789 -0.0191637 -0.0176065 0.237605 0.457377 1.15374 2
21.72 0.0180535 0.0104944 0.0107937 -0.0175929 -0.0154778 0.25839 0.473606 1.16744 2
21.725 0.0123478 0.0107806 0.00945792 -0.0163363 -0.0134514 0.256472 0.490917 1.1644 2
21.73 0.0229416 0.0132376 0.0105506 -0.0150796 -0.0114667 0.255075 0.507168 1.16492 2
21.735 0.0125031 0.0134791 0.00901862 -0.0135088 -0.00949785 0.271117 0.530342 1.1756 2
21.74 0.00984443 0.0134057 0.00728675 -0.0122522 -0.00757217 0.265744 0.548845 1.18062 2
21.745 0.0194622 0.0154325 0.00791192 -0.0106814 -0.00560984 0.278889 0.564426 1.19458 2
21.75 0.0175719 0.0169467 0.00785317 -0.00911062 -0.00364596 0.288465 0.584788 1.20198 2
21.755 0.0208942 0.0190646 0.00835977 -0.00753982 -0.0016491 0.295442 0.608275 1.20739 2
21.76 0.0126653 0.0195548 0.00689786 -0.00534071 0.000483854 0.334643 0.63699 1.20103 2
21.765 0.00949408 0.019676 0.0050253 -0.00345575 0.00269174 0.346141 0.663861 1.20945 2
21.77 0.0112164 0.0204567 0.00391378 -0.00125664 0.0050193 0.371576 0.686867 1.2231 2
